x: 0.56 y: -0.76 m: 2.17
x: -2.05 y: 1.59 m: 1.15
x: -1.3 y: -1.17 m: 0.53
x: -2.7 y: -5.78 m: 1.59
x: 0.03 y: 1.71 m: 2.49
x: -3.36 y: -0.78 m: 2.44
x: 2.08 y: 0.21 m: 0.35
x: 2.74 y: 2.03 m: 2.36
x: 1.81 y: 3.33 m: 2.27
x: 0.83 y: -4.54 m: 1.3
x: 2.25 y: -0.36 m: 2.77
x: -0.11 y: -1.52 m: 0.63
x: 0.52 y: 0.25 m: 1.92
x: 5.46 y: -0.3 m: 2.38
x: -1.78 y: 1.48 m: 2.41
x: 0.99 y: -0.5 m: 1.81
x: 3.64 y: -0.92 m: 0.86
x: 0.58 y: -0.92 m: 0.62
x: -1.49 y: 1.05 m: 2.81
x: -0.22 y: -1.29 m: 2.38
x: -2.61 y: -3.23 m: 1.42
x: 0.87 y: -1.83 m: 1.8
x: -0.58 y: 1.29 m: 2.79
x: -0.48 y: 3.2 m: 1.55
x: -2.23 y: 2.9 m: 1.83
Ascissa minima: -3.92 | Ascissa massima: 5.46
Centro di massa: x: 0.23362 y: 0.305994 m: 199.09
x: 0.17 y: 0.22 m: 1.92 d: 0.10697
x: 0.52 y: 0.25 m: 1.92 d: 0.291802
x: 0.16 y: 0 m: 2.42 d: 0.314726
x: -0.25 y: 0.5 m: 1.38 d: 0.521083
x: 0.73 y: 0.72 m: 1.79 d: 0.64637
x: 0.9 y: 0.13 m: 2.75 d: 0.689228
x: 1.01 y: 0.14 m: 2.58 d: 0.793927
x: -0.1 y: 1.03 m: 1.05 d: 0.797174
x: 1.11 y: 0.36 m: 1.34 d: 0.878042
x: 0.31 y: -0.61 m: 0.44 d: 0.919173
x: 0.73 y: -0.61 m: 0.2 d: 1.04184
x: 1.12 y: 0.93 m: 2.09 d: 1.084
x: 0.13 y: -0.78 m: 0.57 d: 1.09093
x: 0.99 y: -0.5 m: 1.81 d: 1.10532
x: 0.56 y: -0.76 m: 2.17 d: 1.11484
x: 0.25 y: -0.85 m: 3 d: 1.15611
x: -0.54 y: 1.2 m: 2.66 d: 1.18226
x: 0.78 y: 1.36 m: 2.08 d: 1.18721
x: 0.16 y: -0.9 m: 1.73 d: 1.20824
x: -0.69 y: 1.17 m: 2.59 d: 1.26475
x: 0.58 y: -0.92 m: 0.62 d: 1.27399
x: -0.58 y: 1.29 m: 2.79 d: 1.27681
x: 0.63 y: -0.94 m: 2.18 d: 1.30752
x: 0.06 y: -0.99 m: 2.9 d: 1.30757
x: 1.5 y: -0.28 m: 0.35 d: 1.39539
x: 0.03 y: 1.71 m: 2.49 d: 1.41869
x: -0.31 y: 1.68 m: 0.73 d: 1.47764
x: -0.38 y: -1.07 m: 0.19 d: 1.50662
x: -1.23 y: 0.72 m: 2.54 d: 1.52105
x: -0.17 y: 1.79 m: 0.27 d: 1.53791
x: 1.66 y: -0.32 m: 1.57 d: 1.5577
x: 0.9 y: 1.74 m: 2.39 d: 1.58128
x: 1.16 y: 1.6 m: 1.25 d: 1.59142
x: -1.15 y: -0.53 m: 2.54 d: 1.61657
x: 0.64 y: -1.3 m: 2.69 d: 1.65661
x: -0.22 y: -1.29 m: 2.38 d: 1.65921
x: 1.81 y: -0.22 m: 1.33 d: 1.66182
x: 1.71 y: 1.07 m: 2.22 d: 1.66235
x: 0.5 y: 1.97 m: 1.85 d: 1.68519
x: 1.29 y: -1.07 m: 0.44 d: 1.73473
x: -0.79 y: 1.76 m: 0.21 d: 1.77818
x: 0.18 y: 2.1 m: 0.95 d: 1.79481
x: -1.48 y: 0.86 m: 2.79 d: 1.80095
x: -0.04 y: -1.49 m: 1.91 d: 1.81672
x: 2.08 y: 0.21 m: 0.35 d: 1.84887
x: -1.59 y: 0.66 m: 0.92 d: 1.85766
x: -0.11 y: -1.52 m: 0.63 d: 1.85804
x: -1.49 y: 1.05 m: 2.81 d: 1.87734
x: -0.46 y: 2.06 m: 2.39 d: 1.88617
x: 0.45 y: -1.59 m: 1.37 d: 1.9083
x: -1.25 y: -0.9 m: 2.33 d: 1.91195
x: -1.71 y: 0.28 m: 2.48 d: 1.94379
x: -1.18 y: 1.65 m: 1.32 d: 1.95056
x: 1.92 y: -0.69 m: 0.94 d: 1.95854
x: -1.06 y: 1.81 m: 0.83 d: 1.98381
x: -1.66 y: 0.93 m: 0.22 d: 1.99379
x: -0.16 y: 2.29 m: 2.01 d: 2.02268
x: 1.81 y: 1.6 m: 0.27 d: 2.03947
x: -1.41 y: -1 m: 0.45 d: 2.09931
x: 2.25 y: -0.36 m: 2.77 d: 2.12352
x: -1.3 y: -1.17 m: 0.53 d: 2.12851
x: 0.87 y: -1.83 m: 1.8 d: 2.22878
x: -1.78 y: 1.48 m: 2.41 d: 2.33087
x: 2.04 y: 1.78 m: 1.59 d: 2.33146
x: -2.14 y: 0.15 m: 2.49 d: 2.37874
x: -1.64 y: 1.79 m: 2.38 d: 2.39013
x: -1.9 y: 1.39 m: 0.39 d: 2.3932
x: 0.88 y: -2.03 m: 1.12 d: 2.42377
x: 0 y: 2.78 m: 0.87 d: 2.48501
x: -2.18 y: 0.9 m: 2.27 d: 2.48564
x: -1.19 y: 2.37 m: 2.03 d: 2.50735
x: 2.81 y: 0.11 m: 1.71 d: 2.58382
x: 2.53 y: 1.5 m: 1.95 d: 2.58824
x: -2.05 y: 1.59 m: 1.15 d: 2.61985
x: -0.5 y: -2.24 m: 1.6 d: 2.64958
x: 2.52 y: 1.68 m: 2.7 d: 2.66748
x: -0.33 y: 2.95 m: 1.66 d: 2.70341
x: 1.22 y: 2.86 m: 0.33 d: 2.73786
x: 0.99 y: -2.36 m: 0.88 d: 2.77122
x: 1.63 y: -2.23 m: 1.38 d: 2.89502
x: 0.96 y: -2.58 m: 2.91 d: 2.976
x: -0.48 y: 3.2 m: 1.55 d: 2.98069
x: 3.22 y: 0.51 m: 2.39 d: 2.99334
x: -0.99 y: -2.43 m: 1.54 d: 2.99715
x: 2.74 y: 2.03 m: 2.36 d: 3.04206
x: -2.09 y: 2.34 m: 2.47 d: 3.0881
x: -2.83 y: -0.23 m: 0.6 d: 3.11015
x: 1.49 y: -2.55 m: 1.98 d: 3.12013
x: 2.56 y: 2.39 m: 2.53 d: 3.12332
x: 0.5 y: -2.9 m: 1.51 d: 3.21704
x: -0.6 y: -2.94 m: 2.36 d: 3.35133
x: 1.81 y: 3.33 m: 2.27 d: 3.41022
x: -1.94 y: -2.36 m: 1.23 d: 3.43979
x: -3.21 y: -0.14 m: 0.44 d: 3.47238
x: 3.37 y: 1.84 m: 0.54 d: 3.49143
x: -1.62 y: 3.29 m: 1.15 d: 3.51286
x: 2.89 y: -2.06 m: 1.24 d: 3.55729
x: -3.33 y: 0.59 m: 1.6 d: 3.57492
x: -2.23 y: 2.9 m: 1.83 d: 3.57747
x: 3.84 y: 0.14 m: 1.32 d: 3.6102
x: 3.64 y: -0.92 m: 0.86 d: 3.62029
x: 3.38 y: 2.1 m: 1.34 d: 3.6219
x: 1.93 y: -2.99 m: 2.23 d: 3.70692
x: -3.36 y: -0.78 m: 2.44 d: 3.75413
x: 1.74 y: 3.8 m: 2.47 d: 3.8049
x: 2.89 y: 3.07 m: 1.12 d: 3.83355
x: 4.03 y: -0.59 m: 0.59 d: 3.90068
x: -3.56 y: 1.46 m: 1.25 d: 3.96526
x: 2.28 y: 3.71 m: 2.44 d: 3.97177
x: -0.13 y: -3.76 m: 0.24 d: 4.08222
x: -3.9 y: -0.34 m: 2.71 d: 4.18379
x: -3.92 y: -0.4 m: 1.83 d: 4.21319
x: -1.52 y: 4.22 m: 2.64 d: 4.2889
x: 4.47 y: -0.82 m: 2.21 d: 4.38347
x: -0.04 y: -4.09 m: 1.45 d: 4.4045
x: -2.61 y: -3.23 m: 1.42 d: 4.53756
x: 4.37 y: 2.31 m: 0.29 d: 4.59627
x: -1.13 y: -4.19 m: 0.2 d: 4.69824
x: 0.83 y: -4.54 m: 1.3 d: 4.88255
x: 5.46 y: -0.3 m: 2.38 d: 5.26139
x: 1.76 y: -5.02 m: 1.04 d: 5.5404
x: 3.82 y: 5.19 m: 1.83 d: 6.05934
x: -2.7 y: -5.78 m: 1.59 d: 6.75614
